Vendor,Model,OS,Kernel,CPP,Ver,JEM,Mem,Dimms,Size,Rank,Speed,Mfg,Gen,CPU,TDP,Cores,ACT,Chips,Cores,Threads,Score,URL,,,,,,,,,low(x),med(x),high(x)
HPE,ProLiant ML350 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,5218B,125,16,2.8,2,32,64,184,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13851.html,,,,,,,,,,,
Lenovo,ThinkSystem SR570,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,5218B,125,16,2.8,2,32,64,184,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191029-19353.html,,,,,,,,,,,
HPE,ProLiant ML350 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2666,Intel,CLX,5218,125,16,2.8,2,32,64,184,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190415-11873.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2666,Intel,CLX,5218,125,16,2.8,2,32,64,184,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13920.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2666,Intel,CLX,5218B,125,16,2.8,2,32,64,184,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12983.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,384,24,16,2Rx8,2666,Intel,CLX,4215,85,8,3,2,16,32,98.6,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190723-16335.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.1,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13351.html,,,,,,,,,,,
Dell,PowerEdge FC640,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx8,2933,Intel,CLX,4210,85,10,2.7,2,20,40,111,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190611-15315.html,,,,,,,,,,,
Dell,PowerEdge R540,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,4210,85,10,2.7,2,20,40,111,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190930-18881.html,,,,,,,,,,,
Huawei,2288 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,192,12,16,2Rx8,2933,Intel,CLX,4210,85,10,2.7,2,20,40,111,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190426-12414.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,4210,85,10,2.7,2,20,40,111,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13721.html,,,,,,,,,,,
Tyrone,DIT400TR-28RL,CentOS Linux 7 (Core),3.10.0-1062.el7.x86_64,Intel C/C++,19.0.4.243,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,4210,85,10,2.7,2,20,40,111,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191011-18967.html,,,,,,,,,,,
Tyrone,DS400TR-54/R,CentOS Linux 7 (Core),3.10.0-1062.el7.x86_64,Intel C/C++,19.0.4.243,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,4210,85,10,2.7,2,20,40,111,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191108-19544.html,,,,,,,,,,,
Cisco,UCS C240 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,4214R,100,12,3,2,24,48,148,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200303-21130.html,,,,,,,,,,,
Gigabyte,029P-WTR,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2666,Intel,CLX,4210,85,10,2.7,2,20,40,111,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190903-17753.html,,,,,,,,,,,
Cisco,UCS C240 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,4215,85,8,3,2,16,32,98.7,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190913-17842.html,,,,,,,,,,,
Dell,PowerEdge T640,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,5220,125,18,2.7,2,36,72,200,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190526-14483.html,,,,,,,,,,,
Dell,PowerEdge FC640,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,5220,125,18,2.7,2,36,72,200,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14603.html,,,,,,,,,,,
Dell,PowerEdge FC740,Ubuntu 18.04.2 LTS,4.15.0-47-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,5220S,125,18,2.7,2,36,72,200,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190708-15935.html,,,,,,,,,,,
Dell,PowerEdge R740xd,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,5220S,125,18,2.7,2,36,72,200,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190708-15951.html,,,,,,,,,,,
Dell,PowerEdge M640,Ubuntu 18.04.2 LTS,4.15.0-64-generic,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,5220S,125,18,2.7,2,36,72,200,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191125-20081.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,5220,125,18,2.7,2,36,72,200,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13197.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,5220,125,18,2.7,2,36,72,200,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-15162.html,,,,,,,,,,,
Tyrone,DIT400TR-48RL,CentOS Linux 7 (Core),3.10.0-1062.el7.x86_64,Intel C/C++,19.0.4.243,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,5220,125,18,2.7,2,36,72,200,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200218-20946.html,,,,,,,,,,,
Tyrone,DIT400TR-55R/55RL,CentOS Linux 7 (Core),3.10.0-1062.el7.x86_64,Intel C/C++,19.0.4.243,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,5220,125,18,2.7,2,36,72,200,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200218-21000.html,,,,,,,,,,,
Dell,PowerEdge MX740C,Ubuntu 18.04.2 LTS,4.15.0-46-generic,Intel C/C++,19.0.1.144,5.0.1,768,24,32,2Rx4,2666,Intel,CLX,5220,125,18,2.7,2,36,72,200,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14528.html,,,,,,,,,,,
HPE,ProLiant ML350 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.2,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13499.html,,,,,,,,,,,
Gigabyte,029P-WTR,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2666,Intel,CLX,5222,105,4,3.9,2,8,16,64.2,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190917-18441.html,,,,,,,,,,,
Tyrone,DIT400TR-48RL,CentOS Linux 7 (Core),3.10.0-1062.el7.x86_64,Intel C/C++,19.0.4.243,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,4215,85,8,3,2,16,32,98.8,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200218-20930.html,,,,,,,,,,,
Cisco,UCS B200 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,4208,85,8,2.5,2,16,32,82.4,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190903-17727.html,,,,,,,,,,,
Supermicro,SuperServer 7049P-TR,SUSE Linux Enterprise Server 15 SP1,4.12.14-195-default,Intel C/C++,19.0.4.227,,384,12,32,2Rx4,2933,Intel,CLX,4208,85,8,2.5,2,16,32,82.4,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191111-19745.html,,,,,,,,,,,
Cisco,UCS C240 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,4216,100,16,2.7,2,32,64,178,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190806-16742.html,,,,,,,,,,,
Dell,PowerEdge MX740c,Ubuntu 18.04.2 LTS,4.15.0-46-generic,Intel C/C++,19.0.1.144,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.3,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15395.html,,,,,,,,,,,
Lenovo,ThinkSystem ST550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.3,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13149.html,,,,,,,,,,,
Lenovo,ThinkSystem SR550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.3,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13407.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.3,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14676.html,,,,,,,,,,,
Lenovo,ThinkSystem SR530,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,82.5,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13804.html,,,,,,,,,,,
Lenovo,ThinkSystem SR550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,4208,85,8,2.5,2,16,32,82.5,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13822.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,4209T,70,8,2.5,2,16,32,82.5,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13932.html,,,,,,,,,,,
Lenovo,ThinkSystem ST550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,8253,125,16,2.5,2,32,64,165,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13165.html,,,,,,,,,,,
Dell,PowerEdge FC640,Ubuntu 18.04.2 LTS,4.15.0-64-generic,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6222V,115,20,2.4,2,40,80,198,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191125-20080.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,6222V,115,20,2.4,2,40,80,198,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190709-16114.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,6222V,115,20,2.4,2,40,80,198,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190903-17587.html,,,,,,,,,,,
Lenovo,ThinkSystem SR530,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,6222V,115,20,2.4,2,40,80,198,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-18194.html,,,,,,,,,,,
Lenovo,ThinkSystem SR550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,384,12,32,2Rx4,2933,Intel,CLX,6222V,115,20,2.4,2,40,80,198,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-18201.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2666,Intel,CLX,4208,85,8,2.5,2,16,32,82.5,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-14932.html,,,,,,,,,,,
HPE,ProLiant BL460c Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,192,12,16,2Rx8,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.4,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190514-14032.html,,,,,,,,,,,
HPE,ProLiant BL460c Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,192,12,16,2Rx8,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.4,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13498.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.4,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15606.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.4,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190819-16824.html,,,,,,,,,,,
Lenovo,ThinkSystem SR530,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.4,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190416-12103.html,,,,,,,,,,,
Lenovo,ThinkSystem SR570,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.4,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190416-12139.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.4,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13213.html,,,,,,,,,,,
Lenovo,ThinkSystem SR570,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.4,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13889.html,,,,,,,,,,,
Gigabyte,029U-TR4,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.4,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190401-11646.html,,,,,,,,,,,
Gigabyte,029P-WTR,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.4,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191001-18951.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2666,Intel,CLX,5222,105,4,3.9,2,8,16,64.4,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190530-14879.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2666,Intel,CLX,5222,105,4,3.9,2,8,16,64.4,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-15055.html,,,,,,,,,,,
Cisco,UCS C240 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,5218,125,16,2.8,2,32,64,185,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190708-15923.html,,,,,,,,,,,
Cisco,UCS B200 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,5218B,125,16,2.8,2,32,64,185,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190917-18404.html,,,,,,,,,,,
Inspur,NF5280M5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,384,24,16,2Rx4,2933,Intel,CLX,5218,125,16,2.8,2,32,64,185,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190915-17872.html,,,,,,,,,,,
HPE,ProLiant BL460c Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,192,12,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,82.6,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190514-14022.html,,,,,,,,,,,
Tyrone,AD400TR-28/R/T,CentOS Linux 7 (Core),3.10.0-1062.el7.x86_64,Intel C/C++,19.0.4.243,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,4208,85,8,2.5,2,16,32,82.6,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191108-19526.html,,,,,,,,,,,
Lenovo,ThinkSystem ST550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,4209T,70,8,2.5,2,16,32,82.6,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13423.html,,,,,,,,,,,
Cisco,UCS C220 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,5215,85,10,3,2,20,40,124,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190930-18770.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.5,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190514-14093.html,,,,,,,,,,,
Huawei,2288 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,192,12,16,2Rx8,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.5,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190426-12436.html,,,,,,,,,,,
Huawei,XH628 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,192,12,16,2Rx8,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.5,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12748.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.5,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12974.html,,,,,,,,,,,
Lenovo,ThinkSystem ST550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.5,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13173.html,,,,,,,,,,,
Lenovo,ThinkSystem SR530,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.5,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13304.html,,,,,,,,,,,
Lenovo,ThinkSystem SR550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.5,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13399.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.5,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15517.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,82.7,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190723-16359.html,,,,,,,,,,,
Lenovo,ThinkSystem SR570,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,82.7,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13379.html,,,,,,,,,,,
Supermicro,SuperServer 6029P-TR,SUSE Linux Enterprise Server 15 SP1,4.12.14-195-default,Intel C/C++,19.0.4.227,,384,12,32,2Rx4,2933,Intel,CLX,4208,85,8,2.5,2,16,32,82.7,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191014-19027.html,,,,,,,,,,,
Dell,PowerEdge C6420,Ubuntu 18.04.2 LTS,4.15.0-50-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,5220,125,18,2.7,2,36,72,201,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190611-15310.html,,,,,,,,,,,
HPE,ProLiant ML350 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,5220,125,18,2.7,2,36,72,201,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13106.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,5220,125,18,2.7,2,36,72,201,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190709-16092.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,32,2Rx4,2933,Intel,CLX,5220S,125,18,2.7,2,36,72,201,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190709-16099.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,5220,125,18,2.7,2,36,72,201,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12936.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,5220S,125,18,2.7,2,36,72,201,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190902-17442.html,,,,,,,,,,,
Lenovo,ThinkSystem SR530,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,5220S,125,18,2.7,2,36,72,201,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190926-18636.html,,,,,,,,,,,
Lenovo,ThinkSystem ST550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,5220S,125,18,2.7,2,36,72,201,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191029-19360.html,,,,,,,,,,,
Gigabyte,029U-TR4,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,5220,125,18,2.7,2,36,72,201,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190415-12063.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2666,Intel,CLX,5220S,125,18,2.7,2,36,72,201,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190723-16362.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2666,Intel,CLX,5220,125,18,2.7,2,36,72,201,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190819-16895.html,,,,,,,,,,,
Cisco,UCS B200 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,4214Y,85,12,2.7,2,24,48,134,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190917-18384.html,,,,,,,,,,,
Cisco,UCS C220 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,4214,85,12,2.7,2,24,48,134,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190930-18787.html,,,,,,,,,,,
